,price
13366,759000
17017,275000
12745,429000
7701,569000
15308,605000
21103,307635
20852,975000
17806,550000
5173,630000
679,1150000
3477,1230000
6339,260000
3703,286000
11958,325000
1845,805000
210,320000
16940,129000
16773,273000
18904,268000
12920,317000
2587,406000
8772,380000
11795,527700
9128,570000
14114,325000
12292,737000
4462,284000
8218,754000
17205,410000
16197,375000
18096,290000
10736,443000
8460,324950
8795,367500
6300,670000
12414,302000
15434,299980
19023,303000
9320,218000
5454,264000
2534,595000
18773,239000
2842,478000
20491,460000
6129,699000
8698,1200000
12237,490000
17715,839000
10947,320000
17444,565000
8986,459900
12910,329932
20863,627000
15591,687500
21050,769995
13164,540000
11136,877500
20447,489950
15327,325000
15687,1120000
2389,371000
10928,272000
21093,333490
1340,960000
17820,570000
9423,355000
11051,561000
10758,210000
8895,350000
12153,340000
18298,530100
6568,538900
9438,297000
21157,770000
21384,350000
7448,292000
8425,749950
10806,875000
9469,665000
21361,1170000
3293,380000
10715,251000
5233,375000
13045,590000
8644,249000
13376,246000
17220,280000
19167,325000
1609,667500
349,387000
16064,329950
5704,350000
11078,880000
5130,255000
2384,269950
5210,997000
560,460000
9776,375000
14910,335000
14980,536000
16775,240000
2594,399500
6675,815000
3060,790000
378,595000
17612,329900
2767,678000
2413,165000
15640,910000
17843,849000
11381,165000
9900,563000
17647,370000
8608,1010000
15932,981000
7104,350000
17248,500000
9797,284200
5471,258000
20921,577450
8197,389500
12752,355000
20847,750000
19647,370000
16183,360000
8647,552500
18406,265000
14335,321500
13516,432500
10803,480000
8833,485000
16900,346500
13430,720000
3274,456500
10524,405000
1862,625000
996,553500
8417,320000
18376,615750
19092,463000
8860,310000
3853,535000
7691,762000
14275,499950
19147,512500
20603,284000
8949,350000
1665,220000
1324,110000
414,339000
5597,255000
8965,394999
1097,285000
11933,535000
6316,295000
739,233000
18717,759000
6031,419000
21183,477000
12047,317000
8803,604000
19449,774888
9854,378000
1072,986000
1387,267000
5301,430000
13532,1780000
21261,950000
16794,150000
3636,200000
14330,579000
10945,875000
17911,559000
5733,325000
3778,759000
18409,217000
15166,335000
15926,500000
20264,803100
19623,363990
9566,1780000
16439,377000
334,940000
15882,254950
14135,645000
8031,258305
2691,285750
9276,305000
4048,339888
10120,475000
6380,437000
17119,315000
19111,405000
17350,853505
5048,269950
18907,396450
1000,270000
1791,225000
20086,307000
1558,720000
7710,250000
13435,465000
13835,430000
19255,504500
18308,362500
2169,346300
7258,606400
8828,410000
2231,600000
5300,1070000
15644,400000
15264,295000
12360,685000
20339,342000
13535,896000
15174,490000
19074,250000
9388,285000
2297,900000
16596,245000
2194,490000
20728,562500
7222,520000
1384,250000
9753,260000
4238,865000
756,942500
3333,400000
17134,590000
20659,625000
9215,289000
8587,459950
19776,1050000
11857,220000
18803,208000
12525,530000
21062,544000
15002,265000
13976,626000
17500,386100
154,350000
4751,405000
10306,402000
19453,771000
2327,283000
14147,1100000
3053,308000
17260,350000
12310,795127
17545,260000
14022,1680000
20915,600000
9402,1010000
9818,905000
18395,705000
16026,1370000
13461,745000
8929,315000
19941,570000
9963,495000
18632,575000
8619,425000
12977,324950
8814,250000
18936,399950
16829,446000
7164,180000
9663,865000
10203,489000
16626,313500
5524,805000
18346,418000
497,299000
2808,503000
1032,249900
17475,600000
13961,395000
4455,840000
13639,440000
4278,534950
14122,810000
9922,672800
16835,820000
6718,739999
16351,275000
15283,400000
19510,147000
16885,972000
14516,360000
18584,570000
14068,970000
10905,463000
9813,224000
19836,622950
16081,383000
12940,250000
18343,403000
10322,305000
3663,681000
2315,898000
12255,655000
3037,280000
7879,278800
7636,385000
21051,321950
5677,725000
3686,380000
10218,224097
18351,622500
7805,455000
11182,394000
20217,500000
20127,785000
4524,274000
2991,320000
20679,654000
14443,159995
10607,472000
7876,575000
4304,316000
19948,445000
21461,330000
8824,1010000
13768,537500
4054,650000
446,1030000
15161,619100
5738,1090000
3763,575000
2667,1380000
17339,725000
2840,576000
17957,450000
9,323000
16001,1190000
7611,775000
5128,507000
6080,270000
4757,950000
20905,329950
8559,510000
4206,825000
18989,385000
453,691100
3242,190000
14001,450000
10827,950000
19923,375000
16260,276693
12097,257500
13240,1080000
16201,399950
11506,475000
15282,78000
2246,600000
9730,1650000
12572,478000
4981,567500
11500,156000
11821,399000
1020,287000
11276,236000
17547,355000
17557,1350000
4977,147200
19145,685000
6293,1450000
2187,360000
8964,392800
19890,615000
3865,250000
12815,599950
15463,225900
3336,1680000
6140,273000
1807,850000
5758,648000
15848,535000
19877,215000
13335,1100000
5993,152000
10076,1900000
19178,374000
6736,1880000
508,615000
21025,459000
3712,240000
3900,978500
6422,245000
10358,355000
13369,331292
7790,240000
7169,205000
1877,832000
6706,549900
9549,1540000
18538,413450
3385,350000
5347,620000
18913,640000
3459,329500
11333,343500
15493,273500
11082,306000
7755,174000
8278,296000
16174,475000
13449,611000
6241,271950
19789,715000
16591,225000
750,329999
21173,308000
329,790000
8154,650000
1245,780000
19898,1260000
14065,640000
20338,263900
18420,261000
2831,162000
17398,425000
15254,345000
19967,1210000
14768,860000
15861,840000
10936,294000
14234,275000
16238,534000
1184,423000
8430,520000
2352,554000
8352,255000
11322,305000
7820,511500
16706,415000
19736,335000
2612,355000
10018,578500
2375,175000
2155,410000
12818,323000
15850,286000
20022,384000
7017,330000
21123,346100
578,530000
18073,525000
20943,379950
8584,570000
4261,235000
20432,405000
5357,554000
2855,799000
4376,1050000
4653,425000
3511,1250000
13543,310000
12946,269000
8945,522000
7590,300000
8043,454000
9122,1090000
8256,375000
5964,490000
19929,292500
3823,856000
3451,445000
16646,570000
7079,410000
7516,403250
20052,769900
9038,600000
7788,358000
4875,825000
13684,386500
3590,249000
5027,266000
20032,498000
12278,1650000
21586,1540000
5107,492000
16083,549000
20006,739000
1642,238000
3562,405000
5482,439500
17971,340000
19900,390000
13574,390000
12581,677915
17681,295000
1645,340000
13142,575000
6750,1040000
6681,253905
20531,455000
1697,340000
13079,365000
21256,389950
17816,623000
8511,250000
11854,498688
10621,338000
14603,479000
14767,740000
18998,550000
1905,315000
656,3070000
18492,648360
21522,336750
15314,255000
9023,415000
7721,925000
2555,175000
9561,300000
6303,950000
8324,1660000
4548,412000
11438,514500
15003,426000
21034,575000
3044,445000
11563,1450000
14675,565500
17637,920000
12748,505000
15717,595000
8148,183000
9031,397990
10362,581000
10135,245000
8912,475000
12844,1300000
5833,278000
3454,508500
19814,530000
9246,1680000
17649,243500
7706,815000
16631,335000
21301,440000
11190,336950
21053,300000
7923,203000
19601,338000
12194,335000
1426,470000
1734,445000
8892,653000
4937,635000
16728,424000
14841,345000
9855,499950
16801,352500
9273,778100
11836,255000
1043,470000
21274,773000
18899,1920000
2572,455000
12049,314963
7273,700000
323,240000
13853,365000
2268,235000
16120,370000
3777,522000
21067,395950
7441,277000
10942,1610000
10953,271000
719,267000
13761,325000
19595,506950
9367,349950
12904,525000
13900,700000
17450,474800
6783,235000
18962,1240000
3876,390000
17701,590000
17161,435000
5275,368000
6432,625000
21566,594866
8624,314950
9593,273000
2636,536000
6605,800000
10665,443000
16834,260000
11085,450000
11465,370350
4786,371000
18302,409500
2565,499000
19289,575000
2696,184500
3420,250000
17694,179950
14338,314000
3234,374950
11426,470000
14657,729000
3377,415000
9231,379000
16168,460000
14208,320000
11267,530000
4807,255000
21170,468500
19291,225000
12003,375000
21335,608000
13854,530000
17772,253500
5361,775000
18244,1390000
909,234000
8156,275000
10433,239950
11853,465000
15502,779000
17085,625000
2426,473000
16517,505000
3341,247300
270,1370000
15528,329950
12216,1460000
14273,105000
17341,919000
6326,334950
7518,239000
20936,605000
13487,289950
11058,500000
8107,299950
1019,840000
14261,487500
14179,639950
7098,515000
19485,488000
7630,265000
9152,200000
13330,510000
7349,279900
14392,999000
18257,425000
10334,446000
5708,472000
18927,329000
13722,322500
9543,661000
10957,411500
1931,333800
5967,425000
5136,250000
4866,475000
17982,320000
2292,390000
21542,553000
6360,582500
11850,410500
6162,287000
1265,484000
11158,750000
1456,250000
5976,685000
12694,561500
11137,232500
20655,449990
17595,407193
18110,576925
17203,297000
18645,440000
1343,729953
434,525000
1795,780000
12405,575000
6217,253000
855,370500
18001,352000
5847,900000
21240,729950
17041,168000
9674,475000
20758,563500
8687,571000
18480,689800
21308,834950
16118,680000
845,352000
1272,590000
7050,241000
19694,1450000
12379,207000
17604,447000
17291,317000
13038,870000
16947,626000
19845,1100000
12574,635000
8873,585000
10836,360000
16403,595000
5880,429000
9901,375000
123,445000
14332,445000
17909,427500
2392,449950
9917,275000
12495,311000
6033,650000
21273,625000
2212,398000
9049,553000
21238,272000
16082,499950
4063,565000
6368,850000
4202,550000
2699,580000
21373,274800
6996,560000
16094,1430000
19542,675000
7398,269000
1673,775000
6123,309950
17811,579000
16659,300000
7094,237950
14220,850000
12385,204000
12328,749950
19873,907687
16713,280000
11114,459950
6743,432000
3371,700000
15177,473000
15426,990000
20120,548000
6276,799200
4205,369000
4892,487275
3696,632500
10363,463800
14339,517950
18550,675000
8847,725000
16954,720000
18468,210000
18059,970000
683,413000
13877,345000
2365,665000
4169,273000
11306,490000
14995,535000
18854,675000
3408,390000
9144,319502
8802,235000
20607,359000
905,314950
8752,411500
19505,345000
8627,545000
18516,1100000
2765,645000
16985,430000
780,305000
7646,510000
11984,185000
19159,890000
20037,245000
6977,246000
2601,343000
2280,775000
12934,345000
4051,560000
8853,811000
4986,550000
12739,515000
11013,467500
981,420000
17587,220000
8092,970000
18141,373000
7060,340000
2823,460000
1240,350000
15802,335000
18790,445000
5859,370000
8980,1100000
14356,165000
14351,775000
3012,200450
4359,435000
20554,490000
14327,800500
20695,440000
7478,359000
3988,499900
20437,837219
14265,1100000
1742,508000
9567,396500
12294,575000
8397,248000
15670,1080000
1375,260000
8658,588000
15519,575000
21541,549000
17885,985000
1142,687500
20752,641000
4159,489000
2216,564500
15287,330490
1268,532500
18391,650000
18627,480000
16764,560000
7228,337500
3334,835000
5899,350000
6580,550000
7343,554000
11928,455000
10297,462500
8968,812500
21327,895950
20234,453000
5327,723000
12986,260000
10558,360000
9077,405000
1650,255000
3109,870000
19293,606000
14099,274950
12223,344000
6446,449950
6347,306500
1007,540000
15823,670000
18939,309000
1157,305000
2310,635000
16855,515000
14240,185000
17838,620047
11244,785000
1107,200000
15541,125000
10174,419990
17555,316000
18817,400000
12304,624000
12533,940000
4099,269950
19725,450000
15104,715000
1061,790000
4022,1010000
12433,280000
13309,750000
190,305000
6891,225000
14798,622100
11731,850000
8056,505000
7408,294000
7269,440000
10126,338000
2002,560000
1370,749950
4210,480680
18509,287500
17761,546000
13422,294000
8686,557800
8302,305000
19697,645000
9247,6890000
11694,294000
789,408200
3220,290000
12648,290000
12520,174000
21189,461100
12232,197400
12978,231500
2928,700000
1914,577000
19558,373000
18760,322500
14865,910000
12653,261500
19404,152275
18646,618000
9125,310000
5141,529888
10693,415250
9752,560000
12300,270000
13714,275000
12594,470950
5099,619000
2457,739900
1021,375000
15732,700000
17691,755000
11031,1230000
19707,690000
9478,349170
1284,270000
11326,515000
4058,725000
14565,589000
5035,235000
14251,495000
10112,749950
3767,415000
7835,328000
3392,553650
16226,387990
11827,355000
5230,675000
7294,285000
13439,495000
4724,650000
17310,530000
9733,259500
9535,734000
5991,400000
11551,360000
13986,160000
1663,830000
16180,290000
16164,375000
14146,329950
6062,399950
20303,425000
5333,474000
814,2400000
3061,156000
15470,338000
10461,402500
21091,1270000
12057,697000
7808,1450000
14845,459000
5861,275000
19649,499431
19761,701000
18629,439950
14219,290000
18304,940000
21059,636230
8727,691000
9798,357000
13105,402000
16614,950000
18322,480000
7114,346000
21543,530000
19244,675000
3483,207000
8125,344950
14956,458000
7948,920000
9840,450000
12334,339900
16627,632000
11954,625000
14373,285000
885,700000
8192,500000
3233,580000
12299,429000
4026,526000
7757,658000
12305,215000
14112,380000
