,Actual,Predicted
17788,345000,368361.0069794655
1507,442000,685692.0275847167
20112,923990,916622.5737271309
20199,380000,405893.0249851048
4921,245000,218940.2240371108
14800,1180000,902310.0110635161
18266,318989,336274.8989447206
13371,435000,335482.7571349442
217,445838,488799.7335880101
2943,635000,664506.715779826
12677,209950,407788.47090795636
2678,347500,177297.5590440482
12044,585000,609278.1260148734
16414,830005,1143926.864066124
20216,550000,511919.9518251717
5409,215000,370982.37612204254
1437,907000,747604.5027049333
11809,700000,532664.2777306736
17362,842500,900143.9164482355
19819,760000,874008.9101029336
11813,319950,378093.5714702606
13144,385000,523723.7126789838
13799,418000,554288.9465559125
11516,429950,654236.1544148624
8091,480000,546403.2810752541
1700,600000,560948.5882349163
14480,470000,621897.7137438953
4675,736000,710690.6689346582
18524,287000,223579.63984714448
10798,729000,783227.9014310688
18876,410000,422874.52389006317
1759,599950,636936.7275671661
6801,890000,1149159.6085298955
5098,490000,541729.7344889939
21009,286000,298961.4663167447
3558,480000,481882.6772489548
14189,1340000,1127445.9345986098
13646,479500,418545.35447099805
19885,380000,475095.12177427113
14296,392800,393583.5878255367
9089,384000,430377.07177084684
5714,1100000,1226644.5098607987
19093,600000,553829.5144488215
491,370000,432575.7680681348
10633,738000,530602.3289010078
6534,567500,732288.8904823214
13195,575000,728253.029698208
13318,280000,232489.12404963374
2834,697000,722418.8017502874
3899,270000,351171.38154375553
15842,183000,94067.95485930145
11655,255000,242109.3144749105
18577,194250,266605.6205728501
20279,302860,135862.131679222
14252,925000,816505.4081287086
3021,279000,327721.1544133127
17656,465000,504526.648074016
17794,539900,466886.08283771574
16229,646000,567437.4516252428
12437,750000,883963.5247776806
20412,998000,864600.3522072732
1231,350000,458464.9683571458
16920,605125,444593.2275479287
21334,535365,398206.6899680197
6083,657500,609983.2900840938
11792,400000,457454.7314131111
14358,480000,604530.7062678039
16700,495000,695464.4422851056
18075,883000,865210.676908657
18405,618000,486601.1364040375
778,370000,549845.0469825119
6291,545000,572534.4453220218
4003,295000,297471.796197325
6880,543000,494726.8584010899
642,595000,917503.0982987136
16455,397000,371030.79117132723
5312,321027,508813.21053367853
18563,315000,281458.0043464452
8750,520000,501634.4333576709
16715,279000,155702.88467988372
7438,237000,390892.3896627128
9197,1070000,799598.7138071209
16456,815000,975582.5991898477
12039,440000,494825.1449791491
3841,216650,382601.87161296606
12105,250000,514469.4914857
17791,705000,623115.851712361
3842,615000,708636.0308535099
9666,535000,803303.6378659457
13465,330000,342679.5234711915
8205,203000,192361.43852435052
5094,479000,657678.7949320972
6864,1560000,823438.9852501452
1373,1130000,701784.9532123953
15236,465000,495239.94537462294
3177,660000,488944.7770086378
11115,485000,494996.4418811947
19805,920000,1066162.3185779154
16232,712500,570876.856349349
18057,1740000,1151657.238760814
21376,300000,344919.85944883525
9401,440000,431905.484215647
11139,380000,283692.03243131936
12349,324950,154160.73225423694
8513,553000,323767.90507750213
18579,520000,718775.740360856
15805,230500,118592.94193145633
10260,480000,567053.7638277113
3828,399950,482956.64827273786
9793,490000,528780.6834859252
19568,375000,395291.1813559681
5492,640000,626720.8254899979
14637,183750,314341.7708851397
12271,823000,664902.0063421875
460,1050000,1004470.1380593032
17007,357000,441591.60420145094
14186,490000,546715.2611712068
11091,690000,709435.243920505
10890,201000,204328.29641871154
16861,325000,111791.02680066228
1761,530000,647057.666838631
13310,685000,824665.4680641592
16525,355000,172018.1874063164
17481,1050000,767835.112547636
1051,1050000,1105333.9807312489
1937,608250,617274.6561069787
18255,385000,559524.1573548168
2581,965000,1123160.3519664705
19755,245000,287906.0065588057
823,287500,479027.31140075624
2436,737500,718997.3742033243
14570,95000,-66840.56033749878
21300,458000,672899.7457696497
7366,395000,379483.65764401853
2836,490000,496219.5558669567
13428,785000,750279.549560234
18091,677000,840426.4869372845
20711,394950,326418.2472014576
9944,616500,625191.1766553223
19519,450000,421948.2498804778
3715,1240000,1194261.7565404028
5617,110000,125709.79042549431
7504,290000,336619.2980836779
9695,305000,387997.0930701643
21378,358000,400089.15853229165
21346,295000,174505.52082443237
21269,988990,1112018.1284571737
1766,301000,364957.3815588206
13452,630000,590098.2737113833
18811,569000,513286.8260373324
12613,518000,445568.19014181197
4771,275000,311123.5881009847
17445,330000,412542.6840894222
10220,335000,336146.8375891894
20008,459000,295839.98892332613
12507,572000,519583.2124955356
21068,800000,815707.9458559155
18889,385000,644329.7862488478
5717,289950,192542.53222829103
2869,521000,516399.57142072916
4474,910000,1250029.255992815
14278,540000,520383.0009419173
21349,410000,517878.2619970888
10601,500000,426842.9169638455
91,1100000,914805.2500639856
4385,501000,582408.9348459095
13734,409000,700739.1214424521
5606,335000,341439.6139334738
2257,372400,731169.6784795672
6919,315000,443457.0716229677
19329,465000,586477.9942767024
4913,620000,621996.6840168834
4224,755000,543953.9718375355
13261,2000000,1389926.3862535655
10612,449500,484422.2833586037
16803,175000,247943.1868262142
6682,369950,557119.4913277328
20151,865000,736908.8515355438
12123,375000,376303.60013486445
1004,563000,544755.220117107
2866,660000,856722.9921180606
2853,856000,535780.9492566139
330,880000,962456.9755635262
12158,200000,202291.93572092056
9262,500000,659137.2450886667
13096,445830,622819.128485024
17070,675000,399218.3169763386
19969,479000,340554.8602113724
17285,364000,273208.2244747877
893,209000,223373.01208272576
15241,775000,629191.6819778979
14691,570000,736983.4222920835
11170,477000,457552.3553879708
17515,465000,497828.28252506256
2888,635000,651202.0798019022
7839,1650000,989807.9366828501
11946,850000,1049987.7315455973
2355,618000,1104870.6805097163
5506,322500,300900.88363431394
17976,310000,365156.9982261956
15117,340000,607074.5781057477
17259,423000,411410.9213851094
18089,1680000,1499249.5238166153
18289,559000,653775.5652991086
19356,680000,447509.11077336967
20011,1040000,1175932.566796288
18273,476500,292798.114270851
7344,500000,567064.8948270082
2541,210000,43138.63232906163
2302,210000,481305.00973689556
12020,485000,403133.18637534976
16630,712000,782466.337439999
6565,580000,475342.0385235548
19983,287000,185338.96353907883
14187,245000,265678.054489553
15822,474000,411018.9087088406
19362,509000,449442.04028499126
7968,120000,-117950.80832898617
12395,422500,357407.29660077393
20872,457000,558191.2615952343
16131,229900,145166.44650936127
5604,850000,877872.2526101023
15032,267000,264909.92538903654
834,249900,132899.17979051173
11316,470000,589948.0339284539
20794,334888,385200.0480788499
15028,2000000,1611060.5224464387
17879,615000,649820.3931914866
3521,350000,317934.83871263266
6127,517500,271663.9013630301
8840,485000,480259.7772189826
2416,699000,621557.6012562215
18286,445000,532882.9877437502
15651,375000,299451.66560830176
15906,960000,979951.888598159
9876,505000,498509.19767539203
16346,875000,941596.50498797
10278,196700,267008.10163906217
18015,500000,387459.8782482296
18009,830000,471905.6843329221
9103,1050000,1055732.0809983164
15648,420000,669539.0699428767
13878,367950,609665.0807492286
666,306000,362944.83378119767
11907,239900,-69014.9003276676
15020,735000,1539387.9969066232
6811,473975,536647.0761524588
9749,374950,423634.0270874351
12418,230000,282192.57796533406
3675,660000,676758.4319005907
17537,349950,480619.3355617076
7149,475000,860377.1997708827
15258,552000,430168.67875900865
13265,550000,638209.4590159357
17979,343000,359008.86034978926
9013,489990,499092.58623826504
288,675000,601976.2177293897
7649,640000,679892.2950220257
6889,900000,890974.1136179119
3994,720000,973830.5321397632
15966,376950,463022.9933024198
12452,287500,423331.2605988085
2870,302000,261242.65144139528
20750,380000,332427.8504728377
202,470000,294242.9043824971
4696,1200000,1277070.4407047033
11699,705000,541591.5168968588
3957,410000,533497.5184064358
18766,740000,1048704.7415996492
7606,805000,800873.7570689917
8010,606000,589385.4321724772
8552,506400,556886.1359932125
3972,210000,261867.6247023046
19731,355000,377221.1232394129
3986,1500000,1064128.4436106533
2150,525000,482053.93720400333
18268,750000,402399.7902110517
7367,609000,610314.09743388
17395,1800000,1120827.8664850146
11302,695000,776229.3300919384
5670,349950,451298.500882715
5728,499000,533984.7003021389
15961,608000,583124.7770320177
3414,368000,621787.7631576955
19849,649000,514664.6804894507
714,405000,424710.5283047259
14414,550000,403788.7213752717
12585,205000,321872.5002210289
4871,593450,652457.9894233346
16933,480000,851853.3215479404
13404,352500,423557.0632709414
11837,289000,473869.87596820295
1986,1600000,1203288.8422647864
13660,369000,233461.2574737072
8908,350000,425790.2010037005
6197,275000,259773.38860468566
220,686000,770115.5382665247
12751,475000,392205.9458721429
1276,750000,686323.2966238707
16257,664000,430518.4417730719
7700,760000,586526.9288349152
11912,525000,474981.5310525596
15673,343000,387891.13560301065
10508,313000,284312.40698705614
3723,1060000,1061588.65632388
1575,140000,79111.93411761522
20241,475000,365735.35983373225
18371,660000,879093.4404904842
5061,1090000,853393.4165159017
14166,675000,622742.0010117441
1643,299000,212362.27942180634
21415,288000,292813.65807011724
3979,355000,283496.2334922105
21052,613500,842286.3388343006
14042,2750000,1418253.9182845503
8786,499950,380820.2670518905
1118,552500,768001.8155149817
18052,210000,222354.27598156035
15610,220000,151669.87554445863
17391,261000,200472.40602496266
18375,474000,467681.60834909976
8372,404500,404842.76764054596
21560,610950,530961.3305627108
11264,436000,266711.30097311735
6249,411100,380469.00514122844
18547,574000,426652.64135818183
13034,300000,325147.98168864846
2211,550000,512742.221326679
3301,334000,314159.7138439566
7380,450000,649431.5530616343
1404,439000,694730.859081164
10635,338150,349273.9836001545
18228,712000,939922.2628375441
6490,405000,140225.3521912247
1705,1270000,1149239.6070572883
16788,210000,278427.99550922215
7364,295000,442328.6076334268
2158,455000,716762.5788678229
12268,1200000,958908.4056577384
7925,250000,258765.9436531365
3791,255500,171032.86104363203
11985,445000,345098.75976896286
2975,430000,566460.3963096887
502,342000,481624.62531524897
8136,360000,307922.00278407335
6729,345000,282566.4022050053
15014,310000,338725.8921714276
14844,201500,408853.64993840456
14826,552500,582046.1902703941
14819,465000,442632.0621159375
12967,525000,623193.0420250744
12982,467100,424950.273605302
17138,490000,781005.4348908216
19242,1230000,1327722.7186325192
7690,394000,355645.2570334524
8567,316000,492568.8164559603
15438,657000,743576.7676862776
14941,295000,239998.15728391707
10407,554820,793511.1868132204
7134,605000,485988.2104640752
319,268750,51632.139204367995
1041,512031,626478.409025088
7781,305000,401158.12656751275
15854,464000,521138.8155527115
21279,208400,355007.39766947925
16602,2200000,1688145.9010277092
11899,879900,938675.7363559753
7849,1000000,1095380.403613925
17217,299000,459005.79911233485
9862,483000,599854.9334635735
9261,490000,348843.3750306666
16184,585083,602112.8662252724
21582,679950,778691.3833441585
11485,615000,559419.1480656415
17491,241500,164841.9592243284
14389,396000,392793.01960907876
5115,310000,147546.1198655665
14005,681000,575795.5655655414
16017,455000,798143.38936764
12747,425000,178164.86570128798
14787,998000,1062167.9497707188
6005,1330000,1028315.8998387009
12933,313500,146160.47754505277
20854,479000,593399.7017850131
11455,279900,205244.44376571476
13008,337000,429313.8265944272
19837,515000,588752.2509777844
6235,200000,225897.95806974173
6085,150000,-191722.95485265553
10106,555000,598335.0513267368
14269,385000,414757.03696994483
13135,417400,741687.6049591899
3442,100000,142777.0893598646
18432,401000,530036.9414918423
19374,688000,749237.3132111728
874,860000,963849.5370383859
9788,550000,685979.362116307
8339,452000,1101700.9277281314
254,245000,288102.06498613954
21043,989990,1001990.4168872535
8170,355000,252537.3563528508
16427,269900,328686.52557341754
7770,639000,684195.7351588309
20346,255000,452717.8338226378
2390,592000,424339.6682705283
10747,589000,687338.1134149432
16889,300000,302365.7848111093
8045,499000,306043.7553973496
4796,227500,183744.45098559558
3814,460000,425979.10898913443
14467,414500,405838.27881608903
10350,216000,203553.12587815523
1826,360000,557199.5939616859
13059,735000,747170.3401518613
2464,500000,550470.2677755505
9592,283200,370598.42169752717
20981,450000,356973.30428519845
11291,230000,104978.60135912895
